estado_accion,estado_velocidad,frase,accion,velocidad
adelante + izquierda,detenida,voltea a la derecha,adelante,detenida
adelante,lenta,GIRA A LA DERECHA,adelante + derecha,lenta
adelante + derecha,lenta,voltea a la izquierda,adelante,lenta
prendida,detenida,a la derecha,derecha,null
adelante + izquierda,lenta,muevete adelante!,adelante,lenta
adelante,rapido,izquierda ya,adelante + izquierda,rapido
prendida,detenida,continua para adelante normal?,adelante,normal
derecha,lenta,tranqui,derecha,lenta
adelante,normal,normal,adelante,normal
prendida,detenida,dale Derecho mETe VeLOcidAd,adelante,rapido
prendida,detenida,apaga la silla,apagar,detenida
prendida,normal,Dale Adelante,adelante,null
adelante,lenta,subele la velocidad en friega??,adelante,rapido
prendida,detenida,para enfrente,adelante,normal
prendida,detenida,Hacia Adelante,adelante,normal
adelante,rapido,ve despacio en este momento,adelante,lenta
prendida,normal,AUMENTA LA VELOCIDAD DE UNA,null,rapido
prendida,detenida,Adelante,adelante,null
prendida,detenida,continua al frente lento,adelante,lenta
adelante,normal,con mas velocidad ahora,adelante,rapido
prendida,detenida,avanza despacito,adelante,lenta
adelante + derecha,normal,gira a la izquierda,adelante,normal
prendida,detenida,dale adelante,adelante,null
prendida,detenida,echale para enfrente,adelante,null
prendida,detenida,pA enfrEnte RApidO,adelante,rapido
prendida,normal,pa enfrente,adelante,null
adelante + derecha,rapido,izquierda,adelante,rapido
prendida,detenida,hiberna,apagar,detenida
adelante + izquierda,normal,echale para enfrente?,adelante,normal
apagado,detenida,arranca de una,prender,detenida
adelante,rapido,con mas velocidad en corto,adelante,rapido
prendida,detenida,sigue al frente despacito,adelante,lenta
adelante,lenta,a la izquierda,adelante + izquierda,lenta
adelante,lenta,IZQUIERDA,adelante + izquierda,lenta
derecha,detenida,NO taN rapido ya,derecha,lenta
adelante,normal,VOLTEA A LA IZQUIERDA,adelante + izquierda,normal
adelante,rapido,modo normal Ahora,adelante,normal
adelante,normal,silla izquierda,adelante + izquierda,normal
prendida,detenida,DERECHO DESPACIO,adelante,lenta
adelante + derecha,lenta,VaMoS AdelAnte,adelante,lenta
adelante,detenida,baja a normal...,adelante,normal
adelante + izquierda,normal,derecha ya,adelante,normal
prendida,normal,silla adelante,adelante,null
prendida,rapido,rapido,null,rapido
adelante + derecha,normal,a la izquierda,adelante,normal
prendida,detenida,silla izquierda.,izquierda,null
prendida,detenida,Adelante,adelante,null
prendida,detenida,izquierda,izquierda,null
adelante,lenta,despacito,adelante,lenta
prendida,detenida,ECHALE DERECHO CON MAS VELOCIDAD,adelante,rapido
adelante,normal,a la derecha,adelante + derecha,normal
adelante,rapido,ve despacio ahorita...,adelante,lenta
izquierda,rapido,normal ya,izquierda,normal
adelante,rapido,gira a la derecha,adelante + derecha,rapido
adelante,lenta,voltea a la derecha,adelante + derecha,lenta
prendida,detenida,Dale Adelante,adelante,null
prendida,detenida,Gira A La Derecha Con Mas Velocidad.,derecha,rapido
adelante,detenida,mas rapido en corto,adelante,rapido
prendida,detenida,silla izquierda,izquierda,null
adelante + izquierda,lenta,GIRA A LA DERECHA,adelante,lenta
adelante + izquierda,lenta,vamos adelante,adelante,lenta
adelante,lenta,VOLTEA A LA DERECHA,adelante + derecha,lenta
apagado,detenida,enciendete ahorita,prender,detenida
prendida,normal,velocidad Normal en friegA,null,normal
adelante,lenta,bajale la velocidad ya,adelante,lenta
prendida,detenida,dale adelante,adelante,null
apagado,detenida,Prendete Ahora...,prender,detenida
prendida,detenida,ve hacia la derecha,derecha,normal
adelante,lenta,voltea a la derecha,adelante + derecha,lenta
prendida,detenida,Echale Para Enfrente,adelante,null
prendida,detenida,izquierda ya,izquierda,null
prendida,detenida,avanza,adelante,null
adelante,lenta,derecha ya,adelante + derecha,lenta
prendida,detenida,para enfrente...,adelante,null
prendida,detenida,ve de frente??,adelante,normal
apagado,detenida,inicia de inmediato,prender,detenida
adelante,rapido,no tan rapido en friega,adelante,lenta
adelante,normal,a la derecha??,adelante + derecha,normal
prendida,detenida,desactivate en corto,apagar,detenida
prendida,detenida,adelantate con mas velocidad,adelante,rapido
adelante,lenta,a velocidad normal ahorita,adelante,normal
adelante + derecha,normal,izquierda,adelante,normal
adelante + izquierda,rapido,echale para enfrente,adelante,rapido
prendida,detenida,ve para enfrente,adelante,normal
izquierda,lenta,subele la velocidad en corto!!,izquierda,rapido
adelante,lenta,mete mas velocidad ya,adelante,rapido
adelante,lenta,mas despacio!!,adelante,lenta
prendida,rapido,disminuye la velocidad.,null,normal
izquierda,lenta,ve despacio de inmediato,izquierda,lenta
prendida,detenida,voltea a la derecha normal,derecha,normal
adelante,normal,a la derecha,adelante + derecha,normal
prendida,detenida,reduce la velocidad,null,lenta
apagado,detenida,inicia en friega,prender,detenida
prendida,detenida,echale para enfrente,adelante,null
adelante,normal,a la derecha!,adelante + derecha,normal
prendida,detenida,pa enfrente,adelante,null
adelante + izquierda,lenta,gira a la derecha,adelante,lenta
adelante,rapido,silla izquierda?,adelante + izquierda,rapido
adelante,normal,mas lento,adelante,lenta
prendida,detenida,giRa a la izqUiErDa despAcIo,izquierda,lenta
prendida,detenida,DESACTIVATE EN CORTO.,apagar,detenida
prendida,detenida,dale adelante velocidad normal,adelante,normal
adelante,normal,A La Izquierda,adelante + izquierda,normal
adelante + derecha,lenta,a la izquierda,adelante,lenta
prendida,detenida,Voltea A La Izquierda Con Mas Velocidad.,izquierda,rapido
prendida,detenida,al frente con cuidado,adelante,lenta
prendida,detenida,camina hacia enfrente rapido,adelante,rapido
prendida,lenta,con cuidado!,null,lenta
prendida,detenida,dale adelante modo normal,adelante,normal
adelante + derecha,rapido,SillA IZquiErda,adelante,rapido
prendida,detenida,adelante,adelante,null
prendida,detenida,RUEDA HACIA ADELANTE SUAVECITO,adelante,lenta
prendida,lenta,AUMENTA LA VELOCIDAD EN ESTE MOMENTO,null,rapido
prendida,lenta,reduce la velOcIdad en este momento...,null,lenta
prendida,detenida,silla izquierda,izquierda,null
adelante + derecha,rapido,adelante!!,adelante,rapido
prendida,detenida,voltea a la derecha.,derecha,null
adelante + derecha,lenta,IZQUIERDA YA,adelante,lenta
prendida,detenida,mas lento,null,lenta
adelante + derecha,normal,voltea a la izquierda,adelante,normal
adelante,detenida,voltea a la derecha,adelante + derecha,detenida
prendida,lenta,mete mas velocidad,null,rapido
adelante,normal,modo normal,adelante,normal
adelante + izquierda,lenta,derecha ya,adelante,lenta
prendida,lenta,ADELANTE,adelante,null
adelante,rapido,A La Derecha,adelante + derecha,rapido
prendida,detenida,SIGUE DERECHO CON MAS VELOCIDAD,adelante,rapido
prendida,normal,DESPACIO,null,lenta
adelante,normal,IZQUIERDA YA,adelante + izquierda,normal
prendida,detenida,ve para enfrente,adelante,normal
adelante,detenida,mas rapido,adelante,rapido
prendida,detenida,Vamos Adelante Normal??,adelante,normal
prendida,lenta,DALE ADELANTE,adelante,null
prendida,detenida,Muevete Al Frente Despacio...,adelante,lenta
prendida,detenida,cierra ahorita,apagar,detenida
adelante,lenta,derecha,adelante + derecha,lenta
prendida,detenida,Dobla Hacia La Izquierda Normal,izquierda,normal
prendida,detenida,da vuelta hacia la derecha con mas velocidad...,derecha,rapido
prendida,detenida,sigue derecho a velocidad normal,adelante,normal
prendida,detenida,dale para enfrente??,adelante,normal
adelante + izquierda,normal,gira a la derecha,adelante,normal
prendida,rapido,Mete Mas Velocidad En Friega,null,rapido
izquierda,normal,acelera de inmediato.,izquierda,rapido
adelante,lenta,derecha ya,adelante + derecha,lenta
adelante,normal,gira a la derecha,adelante + derecha,normal
adelante + izquierda,rapido,SILLA DERECHA,adelante,rapido
prendida,detenida,pa enfrente,adelante,null
prendida,detenida,apaga en corto!,apagar,detenida
prendida,lenta,modo normal ahorita,null,normal
adelante,detenida,modo normal ahorita,adelante,normal
adelante,lenta,velocidad normal en este momento?,adelante,normal
adelante + derecha,detenida,IZQUIERDA!!,adelante,detenida
prendida,detenida,SILLA APAGA,apagar,detenida
prendida,detenida,voltea para la izquierda con calma,izquierda,lenta
adelante + derecha,normal,izquierda ya,adelante,normal
prendida,detenida,a la derecha con cuidado,derecha,lenta
adelante,normal,izquierda,adelante + izquierda,normal
adelante + derecha,normal,echale para enfrente,adelante,normal
adelante,lenta,izquierda,adelante + izquierda,lenta
prendida,detenida,adelante mas rapido,adelante,rapido
prendida,detenida,derecho normal,adelante,normal
apagado,detenida,arranca de una,prender,detenida
prendida,detenida,Adelante,adelante,null
adelante + derecha,lenta,izquierda ya,adelante,lenta
adelante + derecha,normal,aVAnza!,adelante,normal
prendida,detenida,dale al frente con mas velocidad,adelante,rapido
adelante,rapido,izquierda ya,adelante + izquierda,rapido
prendida,normal,desacelera de una,null,lenta
prendida,lenta,pa enfrente??,adelante,null
apagado,detenida,Arranca De Una,prender,detenida
adelante + derecha,rapido,voltea a la izquierda??,adelante,rapido
adelante,lenta,voltea a la izquierda,adelante + izquierda,lenta
apagado,detenida,silla prende,prender,detenida
adelante,rapido,A LA IZQUIERDA,adelante + izquierda,rapido
prendida,detenida,echale al frente?,adelante,normal
prendida,detenida,para adelante a velocidad normal,adelante,normal
prendida,detenida,pa' la izquierda normal,izquierda,normal
apagado,detenida,prende la silla,prender,detenida
adelante,normal,silla izquierda,adelante + izquierda,normal
prendida,detenida,DALE AL FRENTE CON MAS VELOCIDAD,adelante,rapido
prendida,detenida,reduce la velocidad ya,null,lenta
prendida,detenida,gira a la izquierda,izquierda,null
adelante,detenida,mas rapido,adelante,rapido
adelante,normal,gira a la izquierda,adelante + izquierda,normal
adelante,rapido,a la izquierda,adelante + izquierda,rapido
prendida,detenida,Vamos Adelante,adelante,null
prendida,detenida,echAle al frente mete velocIDAd.,adelante,rapido
adelante,normal,a la izquierda,adelante + izquierda,normal
adelante + izquierda,detenida,derecha ya,adelante,detenida
apagado,detenida,prendete ahorita?,prender,detenida
prendida,detenida,pa enfrente!,adelante,null
adelante,normal,voltea a la izquierda,adelante + izquierda,normal
prendida,detenida,ve para enfrente,adelante,normal
adelante,lenta,mas rapido ahorita,adelante,rapido
prendida,detenida,al lado derecho a velocidad normal,derecha,normal
prendida,detenida,voltea a la izquierda,izquierda,null
apagado,detenida,prende de una...,prender,detenida
adelante + izquierda,rapido,vamos adelante,adelante,rapido
prendida,normal,velocidad normal en este momento,null,normal
prendida,detenida,silla adelante,adelante,null
adelante,lenta,GIRA A LA DERECHA,adelante + derecha,lenta
prendida,lenta,Normal En Friega,null,normal
adelante + derecha,normal,voltea a la izquierda,adelante,normal
adelante + derecha,lenta,a la izquierda,adelante,lenta
prendida,detenida,lLegale aL frente trAnqui,adelante,lenta
prendida,detenida,vaMos adelante rapIdo,adelante,rapido
prendida,detenida,VAMOS ADELANTE,adelante,null
prendida,detenida,A velocidad noRmal ya,null,normal
adelante,normal,silla izquierda,adelante + izquierda,normal
prendida,detenida,rueda para enfrente??,adelante,normal
adelante + derecha,lenta,a la izquierda,adelante,lenta
adelante,lenta,a vElOcidad nOrmal De uNa??,adelante,normal
adelante,normal,Derecha Ya,adelante + derecha,normal
adelante + izquierda,rapido,derecha,adelante,rapido
prendida,detenida,dale adelante,adelante,null
prendida,detenida,paRA AdelANte con mas velociDAd,adelante,rapido
adelante,normal,MAS RAPIDO YA,adelante,rapido
prendida,detenida,apaga en corto,apagar,detenida
adelante,rapido,silla izquierda,adelante + izquierda,rapido
adelante,lenta,derecha ya,adelante + derecha,lenta
adelante,lenta,izquierda?,adelante + izquierda,lenta
adelante + derecha,rapido,VoLTea A la izquIerDA,adelante,rapido
prendida,detenida,desactivate de una,apagar,detenida
adelante + derecha,normal,gira a la izquierda,adelante,normal
adelante,rapido,a la izquierda,adelante + izquierda,rapido
adelante,rapido,gira a la izquierda?,adelante + izquierda,rapido
prendida,normal,echale para enfrente,adelante,null
prendida,detenida,dobla a la derecha con calma,derecha,lenta
adelante,rapido,derecha??,adelante + derecha,rapido
adelante,normal,mas rapido de una,adelante,rapido
prendida,detenida,pa enfrente,adelante,null
prendida,detenida,pa enfreNtE,adelante,null
apagado,detenida,enciende en corto,prender,detenida
prendida,detenida,gira a la izquierda!,izquierda,null
prendida,detenida,RaPidO,null,rapido
prendida,detenida,Apagate en friega,apagar,detenida
adelante,normal,IZQUIERDA YA,adelante + izquierda,normal
prendida,detenida,apaga de una,apagar,detenida
apagado,detenida,arranca en corto,prender,detenida
prendida,detenida,gira a la izquierda,izquierda,null
adelante,lenta,gira a la izquierda,adelante + izquierda,lenta
adelante,normal,a la izquierda!!,adelante + izquierda,normal
prendida,detenida,Izquierda Ya,izquierda,null
prendida,detenida,apaga ya,apagar,detenida
adelante,lenta,SILLA IZQUIERDA,adelante + izquierda,lenta
prendida,detenida,silla izquierda,izquierda,null
adelante,detenida,a velocidad normal en este momento,adelante,normal
prendida,detenida,para enfrente suavecito,adelante,lenta
prendida,detenida,Subele la veloCiDad De una,null,rapido
adelante,detenida,a la derecha,adelante + derecha,detenida
prendida,detenida,Dale Adelante,adelante,null
prendida,lenta,avanza,adelante,null
prendida,normal,lenta,null,lenta
adelante,normal,a velocidad normal en este momento,adelante,normal
adelante,lenta,mas rApIdo ya,adelante,rapido
prendida,detenida,sigue de frente con calma,adelante,lenta
prendida,normal,mete mas velocidad en friega,null,rapido
prendida,detenida,rueda derecho despacio,adelante,lenta
prendida,rapido,subelE lA velOcIdad aHoRIta,null,rapido
prendida,detenida,hacia adelante lento,adelante,lenta
prendida,detenida,muevete para la izquierda rapido,izquierda,rapido
prendida,rapido,mas lento de una,null,lenta
adelante + izquierda,lenta,vamos adelante,adelante,lenta
derecha,detenida,baja a normal,derecha,normal
prendida,normal,ADeLAntE,adelante,null
prendida,detenida,A LA IZQUIERDA,izquierda,null
prendida,detenida,muevete hacia adelante despacio,adelante,lenta
apagado,detenida,prende ahorita?,prender,detenida
prendida,detenida,ve hacia adelante con calma,adelante,lenta
prendida,detenida,apaga ahora,apagar,detenida
adelante + izquierda,lenta,silla adelante,adelante,lenta
prendida,detenida,muevete adelante.,adelante,null
adelante,lenta,Izquierda,adelante + izquierda,lenta
prendida,detenida,llegaLE de freNTe,adelante,normal
