estado_accion,estado_velocidad,frase,accion,velocidad
prendida,detenida,derecho apurate,adelante,rapido
adelante,lenta,silla dobla a la izquierda,adelante + izquierda,lenta
prendida,detenida,Silla Apaga Ya,apagar,detenida
atras,detenida,silla con mas velocidad de una,atras,rapido
prendida,detenida,silla mueve a la izquierda de inmediato...,izquierda,null
adelante,rapido,izquierda ya...,adelante + izquierda,rapido
prendida,detenida,Reversa Mas Despacio,atras,lenta
adelante,rapido,por favor gira izquierda,adelante + izquierda,rapido
prendida,detenida,Oye Apaga Ya!,apagar,detenida
prendida,detenida,Hey A La Izquierda,izquierda,null
adelante + derecha,normal,Gira A La Izquierda,adelante,normal
prendida,detenida,silla muevete para atras,atras,normal
adelante,detenida,Lento Por Favor,adelante,lenta
atras,rapido,A VELOCIDAD NORMAL DE UNA,atras,normal
prendida,detenida,hey cierra ahora ya,apagar,detenida
adelante,rapido,voltea a la izquierda.,adelante + izquierda,rapido
prendida,rapido,pa enfrente?,adelante,null
prendida,detenida,silla gira para la derecha a velocidad normal por favor!,derecha,normal
prendida,detenida,hey sigue hacia atras ahorita,atras,normal
izquierda,normal,mas rapido ya,izquierda,rapido
prendida,lenta,VE DESPACIO DE INMEDIATO DE INMEDIATO,null,lenta
adelante,normal,Dobla A La Izquierda?,adelante + izquierda,normal
atras,lenta,OYE BAJALE LA VELOCIDAD AHORITA.,atras,lenta
adelante,normal,hey a la derecha?,adelante + derecha,normal
prendida,normal,NORMAL.,null,normal
adelante + izquierda,lenta,vamos adelante ya,adelante,lenta
prendida,detenida,rueda al frente ahora,adelante,normal
adelante,rapido,Silla Voltea A La Izquierda,adelante + izquierda,rapido
prendida,detenida,oye desconectate ahora de inmediato,apagar,detenida
prendida,detenida,desaCtivate ahorA De inmediatO,apagar,detenida
derecha,detenida,velocidad normal en este momento,derecha,normal
prendida,normal,por favor sigue adelante de inmediato,adelante,null
prendida,detenida,oye dobla a la izquierda mas rapido,izquierda,rapido
prendida,rapido,mete mas velocidad,null,rapido
prendida,detenida,a velocidad normal ahorita ahora,null,normal
prendida,normal,silla echate para atras ahora...,atras,null
prendida,detenida,Apaga Ya,apagar,detenida
prendida,rapido,por favor a velocidad normal ahorita,null,normal
adelante,normal,silla voltea a la izquierda ahora,adelante + izquierda,normal
prendida,detenida,por favor reversa?,atras,null
atras,rapido,SILLA CON MAS VELOCIDAD EN CORTO,atras,rapido
prendida,normal,echale para enfrente de inmediato,adelante,null
adelante,lenta,oye con mas velocidad.,adelante,rapido
adelante,detenida,Disminuye La Velocidad,adelante,normal
prendida,detenida,aumenta la velOcidaD de inMEdiAto...,null,rapido
apagado,detenida,oye enciendete ahorita,prender,detenida
prendida,detenida,hacia la derecha apurate,derecha,rapido
adelante + izquierda,rapido,por favor avanza un poco ahorita,adelante,rapido
adelante,rapido,bajale la velocidad ya,adelante,lenta
adelante,lenta,oye a la derecha ya,adelante + derecha,lenta
atras,lenta,Hey Disminuye La Velocidad A Lento Ahora!,atras,lenta
apagado,detenida,prende de una,prender,detenida
apagado,detenida,prendete rapido...,prender,detenida
prendida,detenida,a la izquierda despacito,izquierda,lenta
prendida,detenida,para enfrente suavecito?,adelante,lenta
adelante + izquierda,lenta,DERECHA.,adelante,lenta
adelante + derecha,lenta,hey echale para enfrente ya,adelante,lenta
prendida,detenida,OYE HAZTE PARA ATRAS CON CUIDADO,atras,lenta
prendida,detenida,a la izquierda ahorita,izquierda,null
adelante,lenta,OYE IZQUIERDA,adelante + izquierda,lenta
prendida,lenta,vAMoS adelAnTe,adelante,null
prendida,detenida,oye mete mas velocidad de inmediato ya,null,rapido
adelante + izquierda,detenida,Por favOr girA a la derecha,adelante,detenida
adelante + izquierda,lenta,avanza un poco de inmediato,adelante,lenta
prendida,detenida,silla mete mas velocidad,null,rapido
adelante,lenta,voltea a la derecha ahorita,adelante + derecha,lenta
derecha,rapido,manten velocidad normal ahorita,derecha,normal
adelante,detenida,Reduce La Velocidad Ahora,adelante,lenta
izquierda,detenida,hey reduce la velocidad en friega!,izquierda,lenta
prendida,detenida,para atras,atras,null
prendida,detenida,voltea para la derecha lento,derecha,lenta
adelante,normal,GIRA IZQUIERDA,adelante + izquierda,normal
atras,detenida,POR FAVOR REDUCE UN POCO LA VELOCIDAD,atras,normal
prendida,detenida,muevete en reversa tranqui!,atras,lenta
adelante,lenta,silla dobla a la izquierda?,adelante + izquierda,lenta
prendida,detenida,apaguete!,apagar,detenida
prendida,detenida,avanza un poco de inmediato,adelante,null
adelante,detenida,BAJA LA VELOCIDAD POR FAVOR,adelante,lenta
prendida,detenida,gira a la derecha ahora,derecha,null
adelante,detenida,INCREMENTA LA VELOCIDAD,adelante,rapido
adelante,lenta,hey a la izquierda,adelante + izquierda,lenta
prendida,detenida,por favor muevete hacia adelante despacio,adelante,lenta
prendida,detenida,silla ve hacia adelante,adelante,null
prendida,detenida,hey para adelante apurate?,adelante,rapido
apagado,detenida,prende de inmediato ya,prender,detenida
adelante,rapido,Izquierda,adelante + izquierda,rapido
prendida,lenta,avanza,adelante,null
prendida,detenida,silla llegale para enfrente suavecito,adelante,lenta
adelante,rapido,a velocidad normal ahorita?,adelante,normal
prendida,detenida,apagate en friega,apagar,detenida
prendida,detenida,por favor avanza tranqui ya,adelante,lenta
prendida,normal,silla adelante ahorita,adelante,null
prendida,detenida,silla mueve a la izquierda ahora,izquierda,null
prendida,rapido,echate para atras,atras,null
prendida,detenida,hey continuA pa' aTras con mas Velocidad por FaVor,atras,rapido
izquierda,lenta,subele la velocidad,izquierda,rapido
adelante,rapido,silla voltea a la izquierda,adelante + izquierda,rapido
prendida,detenida,pOr fAVoR cierrA en cORto,apagar,detenida
apagado,detenida,activate de una,prender,detenida
prendida,detenida,de reversa apurate...,atras,rapido
prendida,detenida,por favor sigue adelante,adelante,null
prendida,detenida,derecho lento?,adelante,lenta
prendida,detenida,oye echale para enfrente por favor.,adelante,null
adelante,lenta,hey acelera de inmediato ya,adelante,rapido
prendida,detenida,silla rueda hacia adelante rapido,adelante,rapido
prendida,normal,por favor recula ahora,atras,null
atras,normal,despacito ya,atras,lenta
prendida,lenta,velocidad normal,null,normal
prendida,detenida,mueve a la derecha de inmediato,derecha,null
prendida,normal,continua hacia adelante,adelante,null
prendida,detenida,por favor reversa,atras,null
prendida,normal,continua hacia adelante!!,adelante,null
adelante,normal,NoRmal Ya ya,adelante,normal
prendida,detenida,mete mas velocidad de inmediato ahora,null,rapido
adelante + izquierda,detenida,oye gira a la derecha??,adelante,detenida
adelante,detenida,con mas velocidad ahorita!,adelante,rapido
adelante,normal,a velocidad normal,adelante,normal
prendida,rapido,da reversa.,atras,null
atras,normal,acelera de inmediato,atras,rapido
prendida,detenida,por favor para la derecha despacio,derecha,lenta
prendida,detenida,ARRANCATE PARA ADELANTE CON MAS VELOCIDAD,adelante,rapido
adelante,detenida,SILLA VOLTEA A LA IZQUIERDA DE INMEDIATO,adelante + izquierda,detenida
prendida,detenida,oye derecha ahorita,derecha,null
prendida,detenida,en reversa,atras,normal
adelante,rapido,hey reduce la velocidad ya ahora,adelante,lenta
prendida,detenida,hey regresate en reversa apurate ahorita.,atras,rapido
adelante + derecha,detenida,oYE giRa a lA IzquIerda!!,adelante,detenida
adelante,normal,hey gira derecha,adelante + derecha,normal
prendida,detenida,por favor camina hacia enfrente normal,adelante,normal
apagado,detenida,prEnder DE iNmediato,prender,detenida
prendida,detenida,muevete para la izquierda a velocidad normal ya!!,izquierda,normal
prendida,detenida,hey manten velocidad normal ahorita,null,normal
prendida,rapido,muevete adelante ahorita,adelante,null
adelante + derecha,rapido,vamos adelante!,adelante,rapido
atras,lenta,acelera mas,atras,rapido
prendida,detenida,MUEVETE DE FRENTE APURATE,adelante,rapido
prendida,detenida,oye dobla a la izquierda...,izquierda,null
prendida,detenida,rueda para atras de inmediato,atras,normal
prendida,detenida,OYE ADELANTE AHORITA,adelante,null
apagado,detenida,enciendete de una ya,prender,detenida
prendida,detenida,por favor ponte en reversa tranqui ahorita,atras,lenta
prendida,detenida,Oye Continua Hacia Atras,atras,normal
prendida,detenida,para enfrente,adelante,null
adelante + derecha,lenta,gira a la izquierda de inmediato.,adelante,lenta
prendida,normal,pa atras!!,atras,null
prendida,normal,Por Favor Retrocede,atras,null
prendida,detenida,VE HACIA ATRAS LENTA,atras,lenta
prendida,detenida,vamoS ATras de inmediato,atras,null
adelante,lenta,izquierda de inmediato?,adelante + izquierda,lenta
adelante,rapido,HEY A LA DERECHA...,adelante + derecha,rapido
prendida,detenida,subele la velocidad en este momento ahorita,null,rapido
prendida,normal,sigue adelante por favor,adelante,null
adelante,lenta,por favor manten velocidad normal en friega,adelante,normal
adelante + derecha,lenta,Silla A La Izquierda De Inmediato,adelante,lenta
apagado,detenida,oye activate de una??,prender,detenida
prendida,detenida,ECHALE PARA ENFRENTE!!,adelante,null
adelante + derecha,normal,por fAvor MueveTE adeLAnte,adelante,normal
atras,normal,Silla Mas Lento En Friega Ya,atras,lenta
prendida,detenida,para enfrente por favor!,adelante,null
prendida,detenida,silla pa enfrente ahorita,adelante,null
adelante,normal,A LA DERECHA AHORA,adelante + derecha,normal
prendida,detenida,continua al frente apurate,adelante,rapido
prendida,detenida,SILLA DOBLA A LA IZQUIERDA??,izquierda,null
prendida,detenida,oye rueda hacia atras mete velocidad,atras,rapido
adelante,detenida,Disminuye La Velocidad Ya,adelante,normal
prendida,detenida,silla manten velocidad normal ahora...,null,normal
adelante,lenta,a la izquierda por favor,adelante + izquierda,lenta
prendida,detenida,hey avanza de inmediato,adelante,null
adelante,normal,gira izquierda ahora?,adelante + izquierda,normal
prendida,detenida,regresate apurate,atras,rapido
prendida,normal,por favor sigue adelante,adelante,null
prendida,lenta,por favor aumenta la velocidad!!,null,rapido
apagado,detenida,por favor enciende ahora,prender,detenida
adelante + izquierda,lenta,POR FAVOR MUEVETE ADELANTE,adelante,lenta
adelante,normal,hey gira a la izquierda,adelante + izquierda,normal
prendida,detenida,pa Enfrente,adelante,null
prendida,lenta,da reversa,atras,null
adelante + izquierda,lenta,por favor voltea a la derecha,adelante,lenta
adelante,lenta,Oye Izquierda De Inmediato,adelante + izquierda,lenta
adelante + izquierda,rapido,adelante por favor,adelante,rapido
prendida,lenta,normal ahorita,null,normal
prendida,detenida,hey ve hacia atras de inmediato,atras,null
prendida,detenida,dale hacia atras lento por favor,atras,lenta
prendida,lenta,por favor reduce la velocidad de una,null,lenta
atras,normal,mas rapido ahorita ahorita,atras,rapido
prendida,detenida,HIBERNA AHORA,apagar,detenida
prendida,detenida,oye hazte para atras por favor,atras,null
prendida,detenida,al frente mas rapido,adelante,rapido
adelante,lenta,velocidad normal,adelante,normal
prendida,detenida,en reversa lento,atras,lenta
adelante + derecha,lenta,Gira Izquierda Por Favor,adelante,lenta
adelante + izquierda,lenta,hey pa enfrente,adelante,lenta
adelante + izquierda,normal,voltea a la derecha ahora,adelante,normal
prendida,detenida,apaga de una,apagar,detenida
prendida,rapido,por favor avanza un poco,adelante,null
prendida,detenida,por favor avanza un poco ya,adelante,null
prendida,detenida,Oye A La Izquierda,izquierda,null
prendida,detenida,retrocede.,atras,null
prendida,detenida,SILLA APAGATE DE UNA DE INMEDIATO,apagar,detenida
adelante,normal,a la izquierda ahorita,adelante + izquierda,normal
adelante + izquierda,lenta,Pa Enfrente,adelante,lenta
prendida,detenida,hey avanza un poco por favor,adelante,null
prendida,detenida,aumenta la velocidad en este momento ya,null,rapido
apagado,detenida,oye inicia en Corto,prender,detenida
prendida,detenida,PARA ENFRENTE,adelante,null
adelante,lenta,a la derecha ahora,adelante + derecha,lenta
prendida,detenida,hey rueda hacia atras rapido ahora?,atras,rapido
prendida,detenida,oye izquierda por favor,izquierda,null
prendida,detenida,apaga de inmediato,apagar,detenida
adelante,detenida,sube la velocidad,adelante,rapido
prendida,detenida,por favor ve derecho normal,adelante,normal
adelante,normal,gIRA a la deRecha,adelante + derecha,normal
prendida,detenida,silla despacito??,null,lenta
prendida,detenida,aumenta la velocidad en friega ahora,null,rapido
adelante,rapido,MUEVE A LA IZQUIERDA,adelante + izquierda,rapido
prendida,detenida,da reversa mas despacio ahora,atras,lenta
prendida,detenida,por favor adelante normal,adelante,normal
prendida,rapido,manten velocidad normal ya??,null,normal
prendida,detenida,POR FAVOR DE REVERSA CON CUIDADO AHORITA,atras,lenta
atras,detenida,Silla Normal Ya Ya,atras,normal
prendida,detenida,apaga de una por favor??,apagar,detenida
prendida,normal,vamos atrAs Por fAVor,atras,null
izquierda,detenida,manten velocidad normal ahora por favor,izquierda,normal
prendida,lenta,ve hacia adelante de inmediato,adelante,null
adelante,lenta,mas rapido ahorita,adelante,rapido
prendida,detenida,APAGA YA,apagar,detenida
adelante,lenta,Oye Dobla A La Derecha,adelante + derecha,lenta
prendida,detenida,dobla pa' la izquierda con mas velocidad por favor,izquierda,rapido
prendida,detenida,regresate tranqui,atras,lenta
prendida,detenida,Hey Gira Pa' La Derecha Con Mas Velocidad Ya...,derecha,rapido
adelante + izquierda,normal,por favor derecha,adelante,normal
adelante,rapido,mete mas velocidad ahora ya.,adelante,rapido
prendida,detenida,por favor mueve a la derecha ahora,derecha,null
prendida,detenida,dobla hacia la derecha,derecha,normal
prendida,detenida,POR FAVOR DOBLA A LA DERECHA,derecha,null
prendida,detenida,ve hacia la izquierda con calma!!,izquierda,lenta
prendida,detenida,oye da rEversA por favoR,atras,null
adelante,detenida,oye normal en friega ahorita,adelante,normal
adelante,lenta,silla a la izquierda?,adelante + izquierda,lenta
adelante,rapido,A LA DERECHA.,adelante + derecha,rapido
adelante,lenta,normal ahorita ahorita,adelante,normal
prendida,detenida,mas lento en este momento,null,lenta
adelante + derecha,lenta,oye gira izquierda...,adelante,lenta
adelante,rapido,silla mas lento de unA,adelante,lenta
prendida,detenida,contINUa para eNFrENte TRanqui,adelante,lenta
prendida,detenida,hey recula,atras,null
prendida,normal,hazte para atras...,atras,null
prendida,detenida,POR favoR con mas velocidad AhorA,null,rapido
prendida,detenida,hazte para atras normal ahora.,atras,normal
adelante,lenta,normal,adelante,normal
prendida,detenida,atras ya,atras,null
prendida,detenida,en reversa,atras,normal
adelante + izquierda,lenta,por favor dobla a la derecha ahora,adelante,lenta
